fips,distance_traveled_from_home_percent_increase_jan_to_april,median_home_dwell_time_percent_increase_jan_to_april,median_non_home_dwell_time_percent_increase_jan_to_april,median_percentage_time_home_percent_increase_jan_to_april,percentage_completely_home_percent_increase_jan_to_april
36113,-42.34092168893475,-19.473827969805317,-254.88079172289696,12.297044519266759,20.553477692873383
36115,-48.50763565192763,-3.5059192084163,-265.73688592839306,13.939968052305046,19.733337019603567
36117,-27.566818851952263,-12.349291878277374,-363.7970791698694,15.404537827387482,21.055453001964832
36119,-62.967219518057775,14.1042088028508,-3790.3127383676574,22.629059829059837,47.07680629241172
36121,-36.46981833138141,-20.885167898588875,-155.37980589772303,7.11486224291811,6.734665212103215
36123,-45.50140008280847,-6.296214719486456,-384.7069597069597,17.068878833584723,12.764286640530445
41001,-17.538844431070522,-33.97523168051973,-42.57344493681272,-1.0703712138465147,-4.539719614598905
41003,22.338355779415906,-5.31990444831817,-391.24531835205977,14.707785205952115,19.044012793857597
41005,-31.548765272838985,4.573910821515268,-660.9820485744457,17.06975113915177,32.97637030564122
41007,-15.95697587898993,2.8701686224065717,-287.68564356435644,14.327293895073867,22.12912447950914
41009,-41.49180241348374,-1.8212349905339844,-326.6748366013072,13.790947736934205,23.72574781754552
41011,5.623858803095151,1.1912649067373347,-148.2017861453053,8.684792692499816,11.340279087672377
41013,-19.4159770012341,-9.008258422860488,-122.75238771805196,10.380396121157663,14.977206064303767
41015,-5.51130485058731,-20.968110641216146,-42.1233749681366,0.2587223680706049,-0.6133470690964907
41017,-6.451562730871213,-0.6254765435822649,-359.49177877428997,14.906988436400203,28.52566122386342
41019,-26.24279920239448,-3.3556294180126662,-126.0706018518519,7.0663255848441215,3.622461416854416
41021,-188.43173621844406,-66.39944231439523,62.621359223300956,-21.033384959559452,-38.1289971568363
41023,-69.36723507855056,-44.13517334020606,5.347411444141683,-13.69235176167285,-27.18932594697832
41025,9.611950816049895,-33.10145884424324,-57.508181393174404,2.440476190476204,-9.565594313800704
41027,-52.16104625533918,8.20787230183203,-329.0092592592593,18.88301776016438,20.974999924222047
41029,-8.455629707741444,-0.5077689294700456,-194.32367149758457,11.315404317599704,18.44919947214484
41031,-26.02495460765019,-14.355842539287384,-57.75785549440796,2.802826248194573,0.9064487351906683
41033,-15.557351410864623,-0.8937237997142873,-200.9019382076377,10.259339862169012,13.408001093473995
41035,1.6890378585440422,-8.186666666666635,-131.08593012275736,6.625713032031569,5.112164425976432
41037,21.118190241210943,-13.206657354012192,-24.319248826291098,-0.21188134644597542,-17.61059768138481
41039,-1.604466608987006,-0.2574696125980753,-338.9606892837912,13.486492235694532,22.000241109045803
41041,-37.66964008138412,-0.5725074608685067,-299.753086419753,9.377429156950045,12.35691679421636
41043,-30.94389956224718,0.9034753492668434,-276.3367830961622,12.348353552859617,20.751831066493555
41045,-44.50465157335585,-24.829570444216383,-72.04920492049204,4.585444405168698,2.111002099846651
41047,-8.067553139862175,-0.15493813401165335,-282.99974823766377,12.919259100336115,20.480248047883816
41049,-9.526403812744718,-84.79393939393938,-38.58927050808972,-8.031694579506592,3.3621142252906786
41051,-12.360567456145167,4.7497103835131975,-761.007882882883,16.874696622980377,24.972938526598597
41053,-48.66134630525665,-1.485965179432532,-292.6384364820846,14.172213871591147,25.557880591901004
41055,-52.592903959350565,-17.194544313188366,-54.954954954954935,-7.3856387825769945,10.554756487574993
41057,-40.27871935176666,1.9781457541724456,-178.55241605241602,8.992555103238368,11.579080817975225
41059,-10.41516417042638,-9.721372020894554,-131.18945868945866,10.190422322775248,9.04463883020144
41061,7.344086734699237,-10.615252784918587,-95.24454069662515,7.319234176971403,7.288352937634499
41063,-114.12238330992676,-11.241939070491448,-35.629301868239914,-2.2028688524590145,-14.566706399194773
41065,-14.48602825101997,7.134837620331994,-136.28038194444443,10.562837316885112,7.67247918441768
41067,-19.771584348847643,8.010686953765335,-1132.5368731563424,17.781007751937988,35.72050283852571
41069,-29.476760171275235,-11.470586310049821,-94.86820257368203,5.252604752267427,-7.736161877159117
41071,-11.489910843845786,-1.2316729283274102,-387.29930505631444,14.76339109532524,23.915130320415265
42001,-17.246229992841737,-4.0588533739218775,-424.56614829839975,16.388251992575604,29.704406689987618
42003,-27.305855337131145,6.042541893101396,-1487.2444968553464,20.921106980586536,35.189771747938984
42005,-39.90481971681627,-5.033513160045746,-363.0354083380924,16.061348781937014,26.488274275648436
42007,-29.75635504241787,0.647583294228079,-828.9832925835369,20.20255116344267,32.45059091882639
42009,-10.348084303509783,-10.557812292579314,-138.21848554786237,8.042181934605972,11.3915773755429
42011,-16.948552146083575,2.051564700838985,-706.7321688500728,19.09039667441697,32.84310593510707
42013,-13.44383375675079,3.963028941729251,-344.92205410362226,16.52709183308281,20.674623824961873
42015,-21.125907788660143,-12.975930748117378,-86.31288199341797,6.999114545600908,-3.2154238445468093
42017,-39.42820081335017,15.903807032839296,-2489.8674242424236,22.02234100877193,46.467795657531674
42019,-50.425823924565215,2.0289102287987406,-861.8464478026748,21.458003169572127,41.44597468350712
42021,-7.5441856714536115,-0.9497473149345572,-285.1170568561872,15.60283687943263,16.984640425226587
42023,-31.074701954422412,-7.10964774400636,-74.5731707317073,3.5013531799729094,-15.053064406944369
42025,-22.762606380597123,0.36732581715148743,-433.61080281169063,13.08724832214764,21.574366555204183
42027,-27.494233126121692,0.9959647161920369,-415.65525836449046,20.37490265880518,28.15992332581787
42029,-55.83683827191413,12.939439461553166,-3129.6948356807507,22.717316906228618,44.79551042251856
42031,-8.624429049150345,-15.382207672869272,-164.91793060461254,12.391875193080017,9.673609715378351
42033,-27.70000010967476,-6.046972776914176,-209.51492537313436,14.588023412877074,16.124511298704576
42035,-33.354690911279825,-14.324932827816195,-192.84946236559142,9.379092519836691,10.35503384947773
42037,-21.834201556370154,-15.707286540619872,-261.14446870451235,13.344645550527881,17.184401562615324
42039,-29.80292633938394,-11.422355983304893,-310.2992238562091,16.822551312029105,18.82918721231285
42041,-23.453164995030466,-4.300071026002929,-935.1889567775515,19.807725922041595,33.248325196254804
42043,-28.043349337308204,-3.3138974050409296,-612.8392705682783,18.19867086393845,29.981426982204628
42045,-30.58950490093691,13.246287175963031,-2146.5447154471544,21.110196804498386,41.029346865101395
42047,-17.998884635438518,2.1592541557946574,-358.7326120556414,18.771244666232697,19.490952391533117
42049,-16.805992897811095,-5.122025162952875,-402.52652149637066,17.260362694300515,24.475450276509793
42051,-24.848239375870058,-1.855349901558626,-272.15355805243445,15.31531531531532,21.753923926249584
42053,-17.100603724440713,-11.676832763187273,-208.57142857142864,12.864503398377568,13.645863648544163
42055,-23.27939467283334,-6.714533048171935,-245.3543138514238,12.838182746299138,17.64695054119874
42057,-15.574696069806333,-11.86152157052347,-140.84595959595956,8.710976837865065,13.149187350191488
